"Year","EEZ","EZnm","Days","ALBc","BETc","YFTc"
2014,"AS","American Samoa",3005.235,1377.416255,272.01941,424.766963
2014,"AU","Australia",5364.277,728.063226,484.231524,1674.754358
2014,"CK","Cook Islands",5397.09,4483.308042,600.958637,1830.130985
2014,"FJ","Fiji",9891.08,4484.440807,349.579371,2571.812578
2014,"FM","FSM",8669.593,254.290823,4604.360805,2069.816676
2014,"GL","Gilbert Islands",5646.177,182.101821,3284.783343,1792.801272
2014,"H4","HS pocket H4",1665.957,180.355247,774.407514,528.719579
2014,"H5","HS pocket H5",3747.519,533.992724,2027.211824,878.551671
2014,"HW","Hawaii",5052.722,31.114135,1567.250279,174.263742
2014,"I1","HS1",13194.238,4.338259,1079.184218,4806.205747
2014,"I2","HS2",6136.849,4373.940809,2164.402445,3004.861297
2014,"I3","HS3",10006.151,2956.256651,1080.340137,3011.435335
2014,"I4","HS4",16028.265,267.316119,6381.712913,2006.015501
2014,"I5","HS5",18620.84,433.709137,6780.550349,1960.465346
2014,"I6","HS6",46148.943,21408.242559,8921.256653,3022.423343
2014,"I7","HS7",8367.101,13260.882169,387.687187,596.93118
2014,"I8","HS8",2278.221,993.974766,31.845648,438.720841
2014,"I9","HS9",324.045,207.245115,11.485093,55.97787
2014,"ID","Indonesia",44599.25,3.92,7203.961,28446.527
2014,"JP","Japan",3779.415,581.475966,2226.100979,601.079007
2014,"JT","Johnston",280.461,15.463099,109.212329,11.67982
2014,"JV","Jarvis",5.423,0,0.389048,0.59528
2014,"LN","Line Islands",11328.065,453.874172,7277.679883,2392.37804
2014,"MH","Marshall Islands",9387.017,180.425083,3977.319444,2416.926955
2014,"NC","New Caledonia",2283,1627.936127,57.831428,740.285713
2014,"NR","Nauru",330.859,1.065973,154.017028,123.002994
2014,"NU","Niue",275.339,207.939144,13.4242,58.994596
2014,"NZ","New Zealand",3511.693,310.991643,122,2
2014,"PF","French Polynesia",10125.105,3744,741,783
2014,"PG","PNG",3147.798,329.445,54.503979,1605.424985
2014,"PH","Philippines",677.667,30.016977,238.479998,417.58
2014,"PW","Palau",6788.149,2.124987,1564.223633,663.449959
2014,"PX","Phoenix Islands",8633.116,622.480707,5186.60693,3455.541049
2014,"PY","Palmyra",67.702,0.073087,28.998984,6.569517
2014,"SB","Solomon Islands",33161.568,13130.780269,2716.867831,12816.191229
2014,"TK","Tokelau",315.549,6.758954,86.598498,58.550442
2014,"TO","Tonga",1513.673,264.375638,45.483144,423.300265
2014,"TV","Tuvalu",1785.716,475.347457,543.916864,804.143032
2014,"TW","Taiwan",1302.083,464,438.5,660
2014,"VN","Vietnam",17441.25,0,2350,11603
2014,"VU","Vanuatu",10673.204,6618.016622,211.424501,1525.010929
2014,"WS","Samoa",1438.709,799.955188,47.245098,229.120489
2015,"AS","American Samoa",2581,1760.406612,534.658045,347.076875
2015,"AU","Australia",6160.672,944.875551,782.983374,2174.130322
2015,"CK","Cook Islands",5944.084,4555.907154,778.775197,1855.07864
2015,"CN","China",6.401,1.943071,1.18299,1.993978
2015,"FJ","Fiji",13880.495,6510.361891,375.9387,2675.511479
2015,"FM","FSM",7504.582,159.846065,3401.865641,2020.531559
2015,"GL","Gilbert Islands",9160.354,526.368132,5465.583371,4580.530004
2015,"H4","HS pocket H4",1265.678,329.569205,506.081441,464.005414
2015,"H5","HS pocket H5",4839.887,617.304338,2477.644812,1286.52481
2015,"HW","Hawaii",7581.717,55.333179,2949.945383,307.597138
2015,"I1","HS1",16463.085,3.653342,1757.896478,4911.57268
2015,"I2","HS2",6231.296,5084.366601,2210.166461,3670.144117
2015,"I3","HS3",11737.821,3520.373673,1342.938232,3110.40372
2015,"I4","HS4",12725.114,100.963979,5504.471604,2712.164648
2015,"I5","HS5",18908.439,418.29979,7897.347101,3155.445322
2015,"I6","HS6",43247.121,23072.309348,9834.798801,5041.741225
2015,"I7","HS7",9613.243,15292.67912,314.827838,250.577972
2015,"I8","HS8",2010.237,1188.29321,70.611529,300.971971
2015,"I9","HS9",129.979,114.97804,7.867496,16.16461
2015,"ID","Indonesia",28970.75,0,3763.305018,19411.096003
2015,"JP","Japan",4012.673,903.260948,1695.762022,1066.415015
2015,"JT","Johnston",14.336,1.406858,3.231318,0.340228
2015,"LN","Line Islands",12401.242,1922.380121,7669.09583,3149.161346
2015,"MA","Mathew Hunter",9.795,1.98599,0.14822,2.865756
2015,"MH","Marshall Islands",7078.97,151.23264,2695.496611,1612.507814
2015,"NC","New Caledonia",2349.361,1578.189358,62.855069,850.000194
2015,"NR","Nauru",69.884,3.38698,36.370975,27.390019
2015,"NU","Niue",265.215,195.532322,14.571788,53.819969
2015,"NZ","New Zealand",3835.707,223,122,2
2015,"PF","French Polynesia",10267.336,3418,813,1093
2015,"PG","PNG",1759.25,468.817947,99.836529,1553.242846
2015,"PH","Philippines",770,0,275.033995,648.019008
2015,"PW","Palau",4444.518,16.97192,728.128889,644.224673
2015,"PX","Phoenix Islands",1343.013,135.975121,830.812182,578.474254
2015,"PY","Palmyra",104.318,0.251187,38.54227,1.061236
2015,"SB","Solomon Islands",25278.415,6893.898332,3670.189713,14572.551879
2015,"TK","Tokelau",4090.662,1867.360934,381.379913,726.610131
2015,"TO","Tonga",1894.499,709.859833,128.358285,787.321919
2015,"TV","Tuvalu",1386.392,406.038315,469.513839,605.450851
2015,"TW","Taiwan",2741.667,983,687,1620
2015,"VN","Vietnam",22746.25,0,3100,15097
2015,"VU","Vanuatu",8394.089,5433.141959,296.927066,1740.658839
2015,"WS","Samoa",1584.309,840,48,252
2016,"AS","American Samoa",2401.738,1511.13053,647.259946,557.152062
2016,"AU","Australia",5442.568,908.757664,819.529557,1721.935522
2016,"CK","Cook Islands",6593.027,4757.28467,587.553881,1242.971924
2016,"CN","China",3.693,1.101066,0.315003,1.774979
2016,"FJ","Fiji",12794.631,5419.449001,509.163025,2827.600624
2016,"FM","FSM",3676.435,35.371528,1211.833967,1064.870598
2016,"GL","Gilbert Islands",5390.826,309.084704,2557.625089,2595.804414
2016,"H4","HS pocket H4",1624.179,308.553501,657.831329,582.129524
2016,"H5","HS pocket H5",5930.995,1110.206218,2215.489063,1462.980096
2016,"HW","Hawaii",7276.64,29.82316,2811.345147,381.620449
2016,"I1","HS1",12554.944,31.944313,1527.243067,4591.003675
2016,"I2","HS2",4338.783,5035.792539,1054.407499,1919.304161
2016,"I3","HS3",9627.736,2694.363257,1097.197394,2893.494662
2016,"I4","HS4",11780.103,133.34939,7119.84581,2640.48649
2016,"I5","HS5",18313.926,382.905056,8748.812913,3193.948898
2016,"I6","HS6",43874.806,16788.379943,8676.893895,4922.87237
2016,"I7","HS7",8345.864,8507.728149,368.31363,247.95943
2016,"I8","HS8",2447.717,1416.036351,65.356121,415.810112
2016,"I9","HS9",94.874,56.315,9.267,20.121
2016,"ID","Indonesia",24527.25,0,4956.027002,14662.016025
2016,"JP","Japan",3299.68,629.502013,1491.768029,1415.543017
2016,"JT","Johnston",30.793,0,0,11.149256
2016,"LN","Line Islands",11213.55,4180.823888,4437.974474,1853.257938
2016,"MA","Mathew Hunter",1.128,0.838009,0.034314,0.114845
2016,"MH","Marshall Islands",7865.88,98.977491,2227.302319,1664.52081
2016,"NC","New Caledonia",2592.547,1744.906046,74,481.929512
2016,"NF","Forfolk Island",19.475,1.608788,0.930331,0.633857
2016,"NR","Nauru",15.083,0.051982,7.635014,9.078022
2016,"NU","Niue",118.576,87.764946,4.25417,12.835845
2016,"NZ","New Zealand",2763.239,233,177,55
2016,"PF","French Polynesia",9751.148,3275.52866,562.625954,967.740266
2016,"PG","PNG",4910.314,1186.695373,777.564315,4208.572947
2016,"PH","Philippines",791.167,0,257.467,689.615
2016,"PW","Palau",5196.306,11.288981,1413.06987,1407.728591
2016,"PX","Phoenix Islands",1897.547,262.639539,1005.013896,829.270127
2016,"PY","Palmyra",42.149,0,24.699699,4.043269
2016,"SB","Solomon Islands",12836.173,3769.430609,1635.085493,5652.353451
2016,"TK","Tokelau",4402.091,2446.825909,460.790623,860.523305
2016,"TO","Tonga",2100.883,1104.956353,141.578,846.997948
2016,"TV","Tuvalu",4965.659,1501.140433,1287.202366,3125.603166
2016,"TW","Taiwan",2391.667,505.5,643.5,1721
2016,"VN","Vietnam",21922.5,0,1115,16423
2016,"VU","Vanuatu",9966.467,7527.93462,413.691597,2021.652701
2016,"WS","Samoa",1847,822.848726,39.781067,210.664805
2017,"AS","American Samoa",3321.323,1511.319872,1384.741332,870.746757
2017,"AU","Australia",5722.571,830.31681,416.351191,1658.991188
2017,"CK","Cook Islands",5364.78,3310.396973,282.499605,836.143843
2017,"CN","China",12.064,2.825935,0.577015,1.904997
2017,"FJ","Fiji",11745.457,6631.73733,615.739424,3377.654582
2017,"FM","FSM",5468.836,127.545651,2760.849864,1358.317862
2017,"GL","Gilbert Islands",1777.416,50.746153,609.484004,512.521701
2017,"H4","HS pocket H4",2337.181,231.86525,853.492952,913.384166
2017,"H5","HS pocket H5",6455.221,1004.02111,1666.116503,2146.071787
2017,"HW","Hawaii",6989.34,5.929242,1980.618957,760.474838
2017,"I1","HS1",10810.329,155.02256,974.135918,3049.346064
2017,"I2","HS2",9390.69,1644.345862,1896.77748,4710.523288
2017,"I3","HS3",29861.322,3575.658765,1757.94851,3982.4985
2017,"I4","HS4",29790.32,280.703477,8888.253894,5135.611908
2017,"I5","HS5",31132.164,2115.404738,9641.481092,4764.910162
2017,"I6","HS6",53725.127,18803.079006,7400.136929,5913.090021
2017,"I7","HS7",11706.85,27392.559152,465.997609,465.599157
2017,"I8","HS8",2973.956,1981.388864,68.240813,535.762823
2017,"I9","HS9",2037.336,1429.359831,74.961718,453.020604
2017,"ID","Indonesia",4466,0.060025,1446.515007,2127.260991
2017,"IW","Misc International Waters",86.851,0,0.071128,0.223639
2017,"JP","Japan",3800.972,770.390985,3004.183986,1395.855003
2017,"JT","Johnston",60.56,3.556366,18.105216,14.501515
2017,"LN","Line Islands",1531.69,364.422649,537.945073,217.943639
2017,"MA","Mathew Hunter",10.884,2.092112,0.216552,2.996419
2017,"MH","Marshall Islands",12289.314,141.834295,2830.012481,2213.215996
2017,"NC","New Caledonia",2551.295,1719.024292,47.8086,555.43036
2017,"NR","Nauru",16.164,0,3.795,0.892
2017,"NU","Niue",15.695,14.167748,0.320367,2.928128
2017,"NZ","New Zealand",2551.838,180.934683,97,10
2017,"PF","French Polynesia",9188.002,2148,896,1434
2017,"PG","PNG",4919.389,1613.29621,559.784707,4191.149673
2017,"PH","Philippines",1939.532,3.010865,261.148145,799.781274
2017,"PW","Palau",7081.525,31.291941,2515.746571,1923.591553
2017,"PX","Phoenix Islands",234.736,10.979789,190.404149,44.72074
2017,"SB","Solomon Islands",10918.666,5579.080894,1887.915322,6095.011196
2017,"TK","Tokelau",2759.788,1661.967797,170.275477,469.65951
2017,"TO","Tonga",1990.301,610.508748,97.48016,867.641844
2017,"TV","Tuvalu",3575.729,1426.047253,523.259791,2149.202169
2017,"TW","Taiwan",3653.32,1154.378922,648.928123,1748.625566
2017,"VN","Vietnam",20851.25,0,1004,15677
2017,"VU","Vanuatu",10341.48,7994.421184,363.703577,2817.519765
2017,"WS","Samoa",2818.728,1637.889096,71.275337,481.378421
2018,"AS","American Samoa",3123.923,1552.387761,846.647501,468.509724
2018,"AU","Australia",4670.93,751.110978,323.155222,1309.701442
2018,"CK","Cook Islands",4960.503,4714.752878,237.240491,780.41067
2018,"CN","China",6.537,0.130966,0.204972,2.110984
2018,"FJ","Fiji",12048.9,6187.454425,480.701059,1901.578638
2018,"FM","FSM",12044.736,469.140379,4300.579167,2721.089993
2018,"GL","Gilbert Islands",1688.232,59.88,305.522,163.035
2018,"H4","HS pocket H4",2318.278,256.872153,1157.892874,682.92555
2018,"H5","HS pocket H5",9209.569,1092.657791,4066.407772,2864.274874
2018,"HW","Hawaii",7192.317,20.545283,2227.444891,668.332162
2018,"I1","HS1",8088.028,70.629327,799.970547,2085.936101
2018,"I2","HS2",8961.374,763.07486,1745.093024,2794.373159
2018,"I3","HS3",27374.462,3835.396286,1659.059824,3338.475384
2018,"I4","HS4",28471.516,307.799382,9997.250257,4978.669608
2018,"I5","HS5",32656.387,1399.267094,11507.807806,5617.632602
2018,"I6","HS6",55316.434,14389.283359,8381.391578,6249.687811
2018,"I7","HS7",15517.697,21251.995935,565.331723,390.602047
2018,"I8","HS8",2839.8,1689.225598,103.032472,411.377894
2018,"I9","HS9",1433.811,947.015355,44.518482,319.007441
2018,"ID","Indonesia",29069.75,0.019985,6178.300012,17078.520027
2018,"IW","Misc International Waters",38.13,0,0.080072,0
2018,"JP","Japan",4220.382,951.880961,2448.081036,1556.155012
2018,"JT","Johnston",103.928,1.28016,0,21.874261
2018,"LN","Line Islands",25.412,1.458,9.468534,3.505689
2018,"MA","Mathew Hunter",1.001,0.528646,0,0
2018,"MH","Marshall Islands",8005.231,116.500426,2591.037144,1470.912949
2018,"NC","New Caledonia",2578.648,1742.157684,45.810064,466.861889
2018,"NR","Nauru",1.001,0.015,0.188,0.618
2018,"NU","Niue",376.042,363.639117,10.856929,26.994398
2018,"NZ","New Zealand",3174.426,239,135,20
2018,"PF","French Polynesia",9725.352,3057.838232,1062.837478,1313.935443
2018,"PG","PNG",7028.648,1569.934367,817.184615,5760.839144
2018,"PH","Philippines",1538.166,8.427066,223.671148,795.86529
2018,"PW","Palau",8174.561,53.037427,1973.60443,2647.185731
2018,"PX","Phoenix Islands",216.984,10.96,154.476,113.891
2018,"SB","Solomon Islands",19647.789,7027.31569,2147.973907,7617.484956
2018,"TK","Tokelau",1047.414,631.926514,55.577077,166.259011
2018,"TO","Tonga",1555.265,654.613346,79.353039,407.342049
2018,"TV","Tuvalu",2982.578,943.778832,1099.793606,1165.429995
2018,"TW","Taiwan",3318.347,1309.481931,548.727136,1796.863552
2018,"VN","Vietnam",21752.5,0,902,16500
2018,"VU","Vanuatu",8626.492,5614.894553,209.327102,1075.306392
2018,"WS","Samoa",2479,1364.36449,38.169021,333.636227
2019,"AS","American Samoa",4029.018,1062,1545,409
2019,"AU","Australia",4936.918,796.317034,257.388672,1949.323818
2019,"CK","Cook Islands",6915.628,5302.339779,580.276732,1195.81903
2019,"CN","China",0.99,0,0,0
2019,"FJ","Fiji",13137.237,5857.60156,508.986827,2243.433671
2019,"FM","FSM",7540.723,66.899078,2806.899968,2801.518917
2019,"GL","Gilbert Islands",2573.75,58.063347,800.579088,615.996602
2019,"H4","HS pocket H4",2580.25,531.838324,1542.109268,1774.299429
2019,"H5","HS pocket H5",7483.34,2833.713869,2997.404725,3670.543452
2019,"HW","Hawaii",9518.682,19.011197,2819.017263,580.063574
2019,"I1","HS1",6688.305,117.767903,669.796054,2323.16215
2019,"I2","HS2",6879.807,621.80493,1630.129315,5829.767122
2019,"I3","HS3",27287.046,4256.263778,1836.861552,4684.322146
2019,"I4","HS4",30960.785,499.701971,10897.83702,7876.414514
2019,"I5","HS5",35840.6,1517.624644,11792.299379,8151.567021
2019,"I6","HS6",56672.102,15477.518119,7990.852345,7832.055178
2019,"I7","HS7",10564.5,23348.540509,176.180382,349.254758
2019,"I8","HS8",1391.436,982.155617,27.412001,227.980657
2019,"I9","HS9",1701.878,1506.711999,40.294662,423.417551
2019,"ID","Indonesia",18661.25,0,4976,9953
2019,"IW","Misc International Waters",20.576,0,0,0.322357
2019,"JP","Japan",3785.357,762.107973,2257.362998,1895.990026
2019,"JT","Johnston",248.939,4.1217,62.967952,31.881024
2019,"LN","Line Islands",1811.704,1045.26674,867.048441,507.551155
2019,"MA","Mathew Hunter",5.54,1.600133,0.024963,0.861114
2019,"MH","Marshall Islands",9896.179,168.18972,3513.565416,3131.835055
2019,"NC","New Caledonia",2783.184,2009.399867,39.975037,677.138886
2019,"NR","Nauru",59.248,3.126979,30.702005,40.723993
2019,"NU","Niue",531.908,385.635543,10.462697,63.393746
2019,"NZ","New Zealand",11332.789,845,50,5
2019,"PF","French Polynesia",10154.126,3438.675634,954,1364
2019,"PG","PNG",5003.183,791.539228,631.220859,4614.932153
2019,"PH","Philippines",1456.888,11.205884,256.262658,848.159784
2019,"PW","Palau",6704.265,53.043604,1632.879897,2255.907359
2019,"PX","Phoenix Islands",252.076,36.991,197.314,244.625
2019,"SB","Solomon Islands",14932.501,4505.492942,1605.127076,6455.590922
2019,"TK","Tokelau",2342.934,1970.328471,166.409647,439.533902
2019,"TO","Tonga",2624.464,1213.356476,91.268996,817.405863
2019,"TV","Tuvalu",4465.379,1447.794653,1691.017023,2700.169717
2019,"TW","Taiwan",3814.096,1852.689339,631.942328,1971.7618
2019,"VN","Vietnam",20258.75,0,1554,14653
2019,"VU","Vanuatu",5036.527,3196.972019,155.512501,789.172513
2019,"WS","Samoa",2451.431,1442.415639,56.096327,298.106598
2020,"AS","American Samoa",3362.248,512.995682,1512.580465,374.010925
2020,"AU","Australia",4665.335,1157.584665,288.1438,1741.498556
2020,"CK","Cook Islands",5308.84,2440.653042,281.831807,1105.173316
2020,"FJ","Fiji",9921.226,4065.562758,420.765867,3203.60189
2020,"FM","FSM",5607.678,74.57967,1493.282481,1163.029787
2020,"GL","Gilbert Islands",1817.63,6.564084,344.809938,407.77193
2020,"H4","HS pocket H4",3450.56,174.113272,1563.245648,2993.682155
2020,"H5","HS pocket H5",6038.733,1033.548483,1686.761768,2785.158775
2020,"HW","Hawaii",9026.646,6.325978,2684.681336,494.291601
2020,"I1","HS1",2464.077,38.961124,201.664196,621.906373
2020,"I2","HS2",5007.059,225.730928,1275.860198,3742.245952
2020,"I3","HS3",15466.869,1427.807403,776.832422,1757.953819
2020,"I4","HS4",26110.947,354.923065,10540.824354,5214.584237
2020,"I5","HS5",33527.292,2542.837012,11656.093812,5165.144479
2020,"I6","HS6",25820.954,7794.962726,3360.050007,2644.464785
2020,"I7","HS7",17289.44,21796.145547,464.52869,1154.357236
2020,"I8","HS8",2267.416,971.518821,43.841661,328.836341
2020,"I9","HS9",2686.507,1437.666453,63.529596,415.170975
2020,"ID","Indonesia",1798.75,0,638,801
2020,"IW","Misc International Waters",9,0,0.058158,0
2020,"JT","Johnston",115.319,1.101256,45.10913,8.433429
2020,"LN","Line Islands",6136.414,2823.72443,1910.138285,1577.419378
2020,"MA","Mathew Hunter",6.368,1.721358,0,0.28951
2020,"MH","Marshall Islands",8633.276,38.455556,2374.60113,1847.279541
2020,"NC","New Caledonia",2945.403,1895.689211,51,511.71049
2020,"NU","Niue",346.168,164.844392,7.155396,47.507584
2020,"NZ","New Zealand",2273.798,171,67,10
2020,"PF","French Polynesia",10162.773,2812,874,1135
2020,"PG","PNG",2280.577,753.608993,182.631764,1110.008743
2020,"PH","Philippines",1867.669,15.774429,249.920004,628.235603
2020,"PW","Palau",1165.813,0.68481,458.666337,68.505632
2020,"PX","Phoenix Islands",234.61,6.865648,120.600218,169.231458
2020,"SB","Solomon Islands",12915.013,3825.006297,937.163649,4722.646104
2020,"TK","Tokelau",2410.394,1066.381045,149.115601,460.02506
2020,"TO","Tonga",2309.521,828.588542,68.410603,882.281488
2020,"TV","Tuvalu",2584.639,665.182639,285.962101,1313.966609
2020,"TW","Taiwan",2635.934,1113.405163,610.880331,1246.817062
2020,"VN","Vietnam",21083.75,71,2678,14118
2020,"VU","Vanuatu",10992.774,5193.386478,381.124416,2023.243853
2020,"WS","Samoa",1852.434,700.09976,50.134388,332.515644
